NOSE_x,NOSE_y,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_RIGHT_x,MOUTH_RIGHT_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_PINKY_x,LEFT_PINKY_y,RIGHT_PINKY_x,RIGHT_PINKY_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_THUMB_x,LEFT_THUMB_y,RIGHT_THUMB_x,RIGHT_THUMB_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y
0.5356374382972717,0.28006282448768616,0.5513506531715393,0.26683539152145386,0.5560111999511719,0.26687800884246826,0.5609291791915894,0.26682358980178833,0.5474241971969604,0.26667869091033936,0.5491743087768555,0.2665577828884125,0.5513795018196106,0.26637640595436096,0.5944010615348816,0.2717932164669037,0.5835368037223816,0.2710952162742615,0.5498322248458862,0.29329630732536316,0.5447754859924316,0.29318222403526306,0.6418227553367615,0.3476983904838562,0.6109896898269653,0.3546674847602844,0.6067650318145752,0.45813462138175964,0.5745213031768799,0.4543660581111908,0.5381080508232117,0.5536872148513794,0.5348455905914307,0.5403921604156494,0.5308884978294373,0.5845479369163513,0.5180531740188599,0.5694285035133362,0.5124526023864746,0.5823052525520325,0.5155250430107117,0.5715636610984802,0.5132224559783936,0.5725669860839844,0.5210042595863342,0.563162088394165,0.5939342975616455,0.5512980818748474,0.5803428888320923,0.5500129461288452,0.5832843780517578,0.7044458389282227,0.5770705342292786,0.6915811896324158,0.6065118908882141,0.845223605632782,0.6037917137145996,0.7968923449516296,0.6318919062614441,0.8703536987304688,0.6299121379852295,0.8142492175102234,0.488947331905365,0.8767826557159424,0.508667528629303,0.8219932317733765
0.5348519682884216,0.2801530957221985,0.5502878427505493,0.2669585049152374,0.5549398064613342,0.2669944763183594,0.5598716735839844,0.26694950461387634,0.5463925004005432,0.2667836546897888,0.548157274723053,0.266641765832901,0.5504141449928284,0.26643654704093933,0.5934526324272156,0.2720490097999573,0.5828045606613159,0.2712201476097107,0.5490778684616089,0.2933943569660187,0.5440369248390198,0.2932748794555664,0.64149010181427,0.3477385342121124,0.6108316779136658,0.3546804189682007,0.6080304980278015,0.4579893946647644,0.5761686563491821,0.4544048011302948,0.5408215522766113,0.5537768006324768,0.5359667539596558,0.5405389666557312,0.5355165004730225,0.5846036672592163,0.5194936394691467,0.5695311427116394,0.5154772996902466,0.5823740363121033,0.5167014598846436,0.5716345906257629,0.5159170031547546,0.5726454854011536,0.5216382741928101,0.5633152723312378,0.5955652594566345,0.5516195893287659,0.5817885994911194,0.5504490733146667,0.5836300849914551,0.704413652420044,0.5772318840026855,0.6915064454078674,0.606288492679596,0.845486044883728,0.6037787199020386,0.7969968318939209,0.6317732930183411,0.8704438805580139,0.6299642324447632,0.8144712448120117,0.48874688148498535,0.8767841458320618,0.5087940096855164,0.8231883645057678
0.5341541171073914,0.2800733745098114,0.5495033264160156,0.2669183015823364,0.5541697144508362,0.26695919036865234,0.5591188073158264,0.26694393157958984,0.5455882549285889,0.2667412757873535,0.5473695993423462,0.26659390330314636,0.549656331539154,0.26638662815093994,0.5927823185920715,0.2720957398414612,0.5820805430412292,0.2712269425392151,0.5489028692245483,0.2933381199836731,0.5439490675926208,0.29321181774139404,0.6410403847694397,0.34782320261001587,0.6103538870811462,0.3547239303588867,0.6091941595077515,0.45818889141082764,0.5766521692276001,0.45450538396835327,0.5431185364723206,0.5538406372070312,0.5371138453483582,0.5407857894897461,0.5386411547660828,0.5846369862556458,0.5211968421936035,0.5695577263832092,0.5184279680252075,0.5824388265609741,0.5184754133224487,0.5716843008995056,0.5186159014701843,0.5726824998855591,0.5230081081390381,0.5634574294090271,0.5977534055709839,0.5519994497299194,0.5839184522628784,0.5506570339202881,0.584251344203949,0.7045462727546692,0.5776243805885315,0.6913394927978516,0.6059209704399109,0.8459075093269348,0.6036829352378845,0.7963305115699768,0.631525993347168,0.8711536526679993,0.6295618414878845,0.8128407597541809,0.4881592392921448,0.876799464225769,0.5087600946426392,0.8225466012954712
0.5314062237739563,0.28001469373703003,0.5465183258056641,0.2667892277240753,0.550645649433136,0.2668149769306183,0.5550943613052368,0.26679471135139465,0.5438286066055298,0.26661115884780884,0.5458869934082031,0.2664581537246704,0.5483728647232056,0.266238808631897,0.5885376930236816,0.2721417248249054,0.5798946022987366,0.2712121605873108,0.5442071557044983,0.2931878864765167,0.540459394454956,0.29315873980522156,0.6407137513160706,0.3477550446987152,0.6101294755935669,0.3547567129135132,0.6098574995994568,0.4582063555717468,0.5796642303466797,0.4546860456466675,0.5440514087677002,0.5537590384483337,0.5421838760375977,0.5409891605377197,0.5393539071083069,0.5846606492996216,0.5269520878791809,0.5706077814102173,0.5195927023887634,0.5824754238128662,0.52508544921875,0.5729945302009583,0.5198239684104919,0.5727493762969971,0.5289549827575684,0.563906729221344,0.5992960929870605,0.5524188280105591,0.586677074432373,0.550984799861908,0.5845088362693787,0.7050018906593323,0.5787609219551086,0.6914440989494324,0.6052312850952148,0.8466103076934814,0.6035648584365845,0.7963399887084961,0.6307128071784973,0.8718311786651611,0.6294950246810913,0.8131498098373413,0.48724228143692017,0.8768993020057678,0.5087942481040955,0.8224185705184937
0.5259736180305481,0.2806476354598999,0.5402727723121643,0.2672273516654968,0.5444848537445068,0.26720383763313293,0.5489761829376221,0.2671293616294861,0.5376571416854858,0.2671686112880707,0.539745569229126,0.267049640417099,0.5423022508621216,0.26683029532432556,0.5828842520713806,0.2725386321544647,0.5739551782608032,0.27176129817962646,0.5386537909507751,0.29372501373291016,0.535135805606842,0.2938157021999359,0.6397996544837952,0.34769678115844727,0.6083035469055176,0.35479480028152466,0.6103208661079407,0.45825397968292236,0.5811682939529419,0.4548259675502777,0.5456886291503906,0.5537541508674622,0.5426139831542969,0.5410747528076172,0.5409240126609802,0.584679365158081,0.5269900560379028,0.5705394148826599,0.5215084552764893,0.5825169682502747,0.5249912142753601,0.5728781223297119,0.5215252637863159,0.5728054642677307,0.5290378928184509,0.5639077425003052,0.602121889591217,0.5523762106895447,0.5887980461120605,0.550905168056488,0.5847465991973877,0.7047621607780457,0.5787873268127441,0.690540075302124,0.6050286293029785,0.8465827107429504,0.6025350689888,0.7945180535316467,0.6297944188117981,0.8718574643135071,0.6280261278152466,0.8105658292770386,0.48670434951782227,0.8768990635871887,0.5088679194450378,0.8208544254302979
0.5168212056159973,0.281473845243454,0.5308284759521484,0.2681199610233307,0.5352766513824463,0.2679833173751831,0.5402435064315796,0.2678169310092926,0.5278311967849731,0.268229603767395,0.5295833349227905,0.26812759041786194,0.5319216251373291,0.2678760290145874,0.5748776197433472,0.27297672629356384,0.5656754970550537,0.2726122736930847,0.5306205153465271,0.2943587601184845,0.5268046855926514,0.294577956199646,0.6384237408638,0.3474314510822296,0.6071783900260925,0.3548298478126526,0.6102660894393921,0.45829057693481445,0.5845211148262024,0.455890953540802,0.5468603372573853,0.5533425807952881,0.5435144901275635,0.5423384308815002,0.5414869785308838,0.5846935510635376,0.5280307531356812,0.571873664855957,0.5226210355758667,0.5825389623641968,0.525579571723938,0.574072003364563,0.5227434635162354,0.5728451609611511,0.5295246243476868,0.5648288130760193,0.6074390411376953,0.5526202321052551,0.5914807915687561,0.5511969327926636,0.5864387154579163,0.7051852941513062,0.5790783762931824,0.6905513405799866,0.6049407124519348,0.846844494342804,0.6020209789276123,0.7945764660835266,0.6292070150375366,0.8722587823867798,0.6280266046524048,0.8107547163963318,0.4846523106098175,0.8776445984840393,0.5088956952095032,0.8208852410316467
0.5099291801452637,0.2841697037220001,0.5233199596405029,0.27105236053466797,0.5276157855987549,0.2708064615726471,0.532614529132843,0.27044248580932617,0.5198467969894409,0.27124592661857605,0.5212222337722778,0.2710900604724884,0.5230414867401123,0.27076342701911926,0.5670432448387146,0.2746281027793884,0.5567154884338379,0.274589866399765,0.5244746804237366,0.29658517241477966,0.5205113887786865,0.2969222366809845,0.6320723295211792,0.34745702147483826,0.6070737838745117,0.35488665103912354,0.6089815497398376,0.4583026170730591,0.5869191884994507,0.45699968934059143,0.5470994114875793,0.55336993932724,0.5498338937759399,0.5454237461090088,0.5415458679199219,0.5847151875495911,0.5342063903808594,0.573682963848114,0.5240148901939392,0.582703709602356,0.5311272144317627,0.5758594274520874,0.5243099927902222,0.5729357600212097,0.5343666672706604,0.5666388869285583,0.6110419034957886,0.5528908371925354,0.5999318361282349,0.5515586137771606,0.586649477481842,0.7056639790534973,0.5802462697029114,0.6912155747413635,0.6049365401268005,0.8480173945426941,0.6022336483001709,0.7967462539672852,0.6287232637405396,0.873164713382721,0.6284293532371521,0.8135077357292175,0.4839411973953247,0.8783919215202332,0.5090033411979675,0.8214412331581116
0.5022581815719604,0.28794124722480774,0.5144231915473938,0.2750750780105591,0.5187040567398071,0.27467235922813416,0.5234227776527405,0.27419573068618774,0.5107676982879639,0.2752637267112732,0.512251079082489,0.2749294340610504,0.5140312910079956,0.27448564767837524,0.5576823353767395,0.27682098746299744,0.546831488609314,0.27726349234580994,0.5179623961448669,0.29983922839164734,0.5140045285224915,0.30030956864356995,0.6252864599227905,0.34794914722442627,0.6069748401641846,0.35599038004875183,0.6063616275787354,0.4588043987751007,0.5927041172981262,0.45941007137298584,0.546917736530304,0.5551639795303345,0.5566530227661133,0.5502756237983704,0.5414224863052368,0.5867908000946045,0.5408161282539368,0.5772037506103516,0.5244124531745911,0.5852031707763672,0.5377548336982727,0.5797602534294128,0.5250627994537354,0.5751628279685974,0.5403823852539062,0.5705745816230774,0.6125428676605225,0.5539486408233643,0.60578852891922,0.552648663520813,0.5869103670120239,0.7073031663894653,0.5822728276252747,0.6918532848358154,0.6047509908676147,0.8492717742919922,0.6022351980209351,0.7970162034034729,0.628659188747406,0.8737995624542236,0.6284379363059998,0.8141466379165649,0.4839566946029663,0.8790775537490845,0.5090206861495972,0.8220340013504028
0.4909578561782837,0.29355576634407043,0.5016583204269409,0.280495822429657,0.5062320828437805,0.27982547879219055,0.5112462639808655,0.27910250425338745,0.49799031019210815,0.28068944811820984,0.49946948885917664,0.28014031052589417,0.5013214945793152,0.2795340120792389,0.5464869141578674,0.2805352509021759,0.5328968167304993,0.28145650029182434,0.5079710483551025,0.3042127192020416,0.5029266476631165,0.30489304661750793,0.6207851767539978,0.34796372056007385,0.6017257571220398,0.356266051530838,0.6035187840461731,0.4594789445400238,0.5914262533187866,0.4605507254600525,0.5456035137176514,0.5574514865875244,0.5553447008132935,0.5540772676467896,0.54035484790802,0.5877935290336609,0.5397278666496277,0.5792298913002014,0.524351179599762,0.5863001942634583,0.5366694331169128,0.5812527537345886,0.5250183939933777,0.5766116976737976,0.5396130681037903,0.5730140209197998,0.6158273816108704,0.554768979549408,0.6054270267486572,0.55350661277771,0.5873445272445679,0.7095113396644592,0.5823271870613098,0.6941453814506531,0.6046863794326782,0.8495835661888123,0.6020172834396362,0.8017920851707458,0.6286758184432983,0.874187171459198,0.6278152465820312,0.8321864008903503,0.48441579937934875,0.8796478509902954,0.508497953414917,0.8255527019500732
0.4742615222930908,0.29899924993515015,0.4832085072994232,0.28617793321609497,0.4873597323894501,0.28536131978034973,0.4921416640281677,0.2843913733959198,0.4807465076446533,0.28631553053855896,0.4828210473060608,0.28565713763237,0.48535674810409546,0.28482264280319214,0.528826117515564,0.2849862277507782,0.5199484825134277,0.2857367694377899,0.4925064742565155,0.3091932535171509,0.4896230697631836,0.30962783098220825,0.6096107959747314,0.3489755094051361,0.601751446723938,0.3562929332256317,0.5958303213119507,0.4603096842765808,0.5963849425315857,0.460578054189682,0.543488085269928,0.5609098076820374,0.557985782623291,0.557607114315033,0.5382736325263977,0.5905778408050537,0.5442430377006531,0.5831494927406311,0.5235470533370972,0.5895370841026306,0.5399589538574219,0.5854247212409973,0.5244432091712952,0.5803455710411072,0.5419355034828186,0.5767198801040649,0.6167389750480652,0.555383563041687,0.6092237234115601,0.5537400841712952,0.5884353518486023,0.7125133872032166,0.583918035030365,0.6978645324707031,0.6043283939361572,0.849876344203949,0.601854145526886,0.8088800311088562,0.6284802556037903,0.8749567866325378,0.6271101832389832,0.8370078206062317,0.4844341278076172,0.8796178698539734,0.5047404170036316,0.8313446044921875
