,NOSE_x,NOSE_y,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_RIGHT_x,MOUTH_RIGHT_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_PINKY_x,LEFT_PINKY_y,RIGHT_PINKY_x,RIGHT_PINKY_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_THUMB_x,LEFT_THUMB_y,RIGHT_THUMB_x,RIGHT_THUMB_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y
80,0.539954423904419,0.23355095088481903,0.5529080033302307,0.2252381443977356,0.5605761408805847,0.22590401768684387,0.5680257081985474,0.2264198511838913,0.5274816155433655,0.2247750461101532,0.5185298919677734,0.22528515756130219,0.5104562044143677,0.22582443058490753,0.5799873471260071,0.23517753183841705,0.4968636929988861,0.23584923148155212,0.5550769567489624,0.24874991178512573,0.5229600667953491,0.24842597544193268,0.6482194662094116,0.3186391592025757,0.423032283782959,0.31525248289108276,0.6831749677658081,0.41622796654701233,0.36741742491722107,0.41034001111984253,0.6808921694755554,0.49783656001091003,0.37124940752983093,0.49056312441825867,0.6837195754051208,0.5264540314674377,0.36646509170532227,0.5194482207298279,0.6601389050483704,0.5239136219024658,0.38677963614463806,0.5171663165092468,0.6528701782226562,0.5155904293060303,0.3953406810760498,0.5078039765357971,0.5853724479675293,0.4975552558898926,0.4555145502090454,0.4972274601459503,0.6133067607879639,0.627981424331665,0.4179267883300781,0.6311805248260498,0.6182898283004761,0.7490764260292053,0.4091234505176544,0.7476715445518494,0.5992321968078613,0.7627528309822083,0.42881205677986145,0.7619170546531677,0.6587813496589661,0.7984800338745117,0.3564451336860657,0.7867829203605652
81,0.5393919944763184,0.23508045077323914,0.5523737668991089,0.2270495742559433,0.5598897337913513,0.22767621278762817,0.5672885775566101,0.22816234827041626,0.5269628167152405,0.2264915108680725,0.5180869102478027,0.22691823542118073,0.5101731419563293,0.22739796340465546,0.5791440606117249,0.23682060837745667,0.49684691429138184,0.2369275987148285,0.5543996691703796,0.25026291608810425,0.5222035050392151,0.24971571564674377,0.648098349571228,0.3195236623287201,0.42294391989707947,0.3166351914405823,0.6831755042076111,0.41761332750320435,0.36747869849205017,0.41254425048828125,0.6817721128463745,0.4979367256164551,0.371272474527359,0.4922966957092285,0.6846907138824463,0.5265172123908997,0.36639145016670227,0.5203653573989868,0.6611942648887634,0.5239823460578918,0.38662904500961304,0.5183995962142944,0.653998851776123,0.5156581401824951,0.3951874375343323,0.5089487433433533,0.5855823159217834,0.49832403659820557,0.45577189326286316,0.49796023964881897,0.6138197779655457,0.6279618144035339,0.41906777024269104,0.631036102771759,0.6188114881515503,0.7494321465492249,0.40996840596199036,0.7475461363792419,0.5995486378669739,0.7632578611373901,0.4295230209827423,0.7619354724884033,0.6600126624107361,0.7991241812705994,0.3568134009838104,0.7871533632278442
82,0.5384863018989563,0.23712322115898132,0.5517412424087524,0.22893637418746948,0.5591744780540466,0.22952575981616974,0.5665432214736938,0.2300713211297989,0.5263170599937439,0.22844599187374115,0.517571210861206,0.2288466840982437,0.5098389983177185,0.22940181195735931,0.578763484954834,0.23852874338626862,0.49682414531707764,0.23839467763900757,0.5536429286003113,0.25202012062072754,0.5213567018508911,0.25149840116500854,0.6480794548988342,0.32022303342819214,0.4229128360748291,0.3174182176589966,0.6831597685813904,0.4179977774620056,0.36751919984817505,0.4135540723800659,0.6826332211494446,0.4980362355709076,0.371322363615036,0.4937707483768463,0.6855556964874268,0.5265427231788635,0.3663528263568878,0.521262526512146,0.6622061133384705,0.5241444706916809,0.3865301311016083,0.5194865465164185,0.6548841595649719,0.5159041285514832,0.3951473534107208,0.510024905204773,0.585857093334198,0.49918699264526367,0.45625239610671997,0.4990156888961792,0.6142268180847168,0.6279551386833191,0.4204198718070984,0.6312626004219055,0.6193040609359741,0.7499884963035583,0.41067105531692505,0.7477534413337708,0.5998348593711853,0.763938307762146,0.4300990402698517,0.7621977925300598,0.6610842943191528,0.7993924021720886,0.3568516969680786,0.7876386046409607
83,0.5383144617080688,0.23812095820903778,0.551642119884491,0.2300110012292862,0.5590312480926514,0.2306210845708847,0.5664128065109253,0.2312442660331726,0.5262216329574585,0.2293311506509781,0.5174754858016968,0.2296454906463623,0.509766697883606,0.2301395833492279,0.5786721706390381,0.23960447311401367,0.49679362773895264,0.23899587988853455,0.5533764958381653,0.25305771827697754,0.5210697650909424,0.2523837983608246,0.6479527950286865,0.32056814432144165,0.4228958189487457,0.3180791735649109,0.6832053065299988,0.4181777536869049,0.3676013946533203,0.41413432359695435,0.683125913143158,0.4983389973640442,0.37131598591804504,0.4944814145565033,0.6861648559570312,0.5267168283462524,0.3660988211631775,0.5219313502311707,0.6628085970878601,0.5244401097297668,0.3863680362701416,0.5202034115791321,0.6554163098335266,0.5163009166717529,0.3950187563896179,0.5107339024543762,0.5865205526351929,0.4997174143791199,0.4569019377231598,0.49961838126182556,0.6152120232582092,0.6284411549568176,0.42137235403060913,0.6319199800491333,0.6199895739555359,0.7505804300308228,0.4119713604450226,0.7478318810462952,0.6003820300102234,0.7644664645195007,0.43122538924217224,0.7622461915016174,0.6621704697608948,0.8002381920814514,0.35700738430023193,0.7881247997283936
84,0.5383144021034241,0.238816037774086,0.5516431927680969,0.2307051718235016,0.5590275526046753,0.2312919646501541,0.5664151310920715,0.2319192737340927,0.5262250304222107,0.22995904088020325,0.5174686312675476,0.2302241027355194,0.5097609758377075,0.23069295287132263,0.5786704421043396,0.2401771992444992,0.49677345156669617,0.23947960138320923,0.5533305406570435,0.25374796986579895,0.5209977030754089,0.25301918387413025,0.6479387283325195,0.3208882212638855,0.42288222908973694,0.31873181462287903,0.6832554340362549,0.418474942445755,0.367784321308136,0.4149667024612427,0.6836370825767517,0.4988453686237335,0.37119701504707336,0.4954155385494232,0.686608612537384,0.5271214246749878,0.3657812178134918,0.5230077505111694,0.6630173921585083,0.5249128341674805,0.3861396908760071,0.5212525725364685,0.655665397644043,0.5168531537055969,0.3948099613189697,0.5116769075393677,0.5868081450462341,0.5001760125160217,0.4572046101093292,0.4999203681945801,0.615450918674469,0.6285429000854492,0.42192623019218445,0.6319713592529297,0.620694100856781,0.751007080078125,0.41235116124153137,0.7483083605766296,0.6012752056121826,0.7650260925292969,0.4318317770957947,0.7628850340843201,0.662581205368042,0.8004236221313477,0.3570326566696167,0.7886086106300354
85,0.5387400388717651,0.23909616470336914,0.5520204305648804,0.23091383278369904,0.5594165325164795,0.23147395253181458,0.5668356418609619,0.23209697008132935,0.52659672498703,0.23017250001430511,0.5176701545715332,0.23043513298034668,0.509859025478363,0.23090654611587524,0.5788241028785706,0.2403203845024109,0.4968179166316986,0.23973551392555237,0.5535510778427124,0.2541051208972931,0.5211910009384155,0.2534448802471161,0.647917628288269,0.32146069407463074,0.42281025648117065,0.3192753791809082,0.6833106279373169,0.4188673198223114,0.367893785238266,0.41571298241615295,0.6838856339454651,0.4999355375766754,0.37121522426605225,0.4956025779247284,0.6868182420730591,0.528052568435669,0.36571410298347473,0.5232868790626526,0.6630341410636902,0.5259459018707275,0.3861304223537445,0.5214881896972656,0.6557502746582031,0.5177415013313293,0.3948318660259247,0.5118992328643799,0.5868194699287415,0.5008246302604675,0.45724400877952576,0.5001075267791748,0.6154714822769165,0.6288933157920837,0.4222835600376129,0.6321171522140503,0.6208566427230835,0.7511851787567139,0.41267839074134827,0.7487457394599915,0.601433277130127,0.7651875019073486,0.4322028160095215,0.7633273005485535,0.6625930666923523,0.8007799386978149,0.3576842248439789,0.7892112731933594
86,0.540414035320282,0.23950321972370148,0.5530449151992798,0.23128680884838104,0.5604028105735779,0.23179221153259277,0.5677746534347534,0.23242530226707458,0.5279989242553711,0.23054657876491547,0.5187238454818726,0.23077692091464996,0.5105075240135193,0.23126743733882904,0.5790814161300659,0.24050825834274292,0.4969539940357208,0.2401316612958908,0.5545089840888977,0.2544611990451813,0.5225979685783386,0.25391867756843567,0.6479619145393372,0.3218710720539093,0.422794908285141,0.31975001096725464,0.6837177276611328,0.4188944101333618,0.36795559525489807,0.4157629609107971,0.6844657063484192,0.5004203915596008,0.3711528778076172,0.4957903027534485,0.6870420575141907,0.5284487009048462,0.36551305651664734,0.5235729217529297,0.6630938053131104,0.5262792706489563,0.3860774338245392,0.5216989517211914,0.6559015512466431,0.518109917640686,0.3947678804397583,0.5121445655822754,0.5869389176368713,0.5015385150909424,0.4573153853416443,0.5005640983581543,0.615521252155304,0.6289172768592834,0.4225485026836395,0.6323283314704895,0.6210819482803345,0.7515121698379517,0.41296908259391785,0.7489528059959412,0.6015259027481079,0.7654637098312378,0.4326707720756531,0.7635611891746521,0.6630875468254089,0.8012200593948364,0.3580797016620636,0.7896113991737366
87,0.5406064987182617,0.2401231825351715,0.5532451868057251,0.23180323839187622,0.5605987310409546,0.2323005646467209,0.5680131316184998,0.2329690158367157,0.5282228589057922,0.231045201420784,0.5188805460929871,0.2312532365322113,0.5106106996536255,0.23174826800823212,0.5793877243995667,0.24102245271205902,0.49700409173965454,0.24053825438022614,0.5546144247055054,0.25492939352989197,0.5227442979812622,0.25442296266555786,0.6480186581611633,0.3223576545715332,0.42277655005455017,0.32004961371421814,0.6841058731079102,0.4189320206642151,0.3679661750793457,0.4158717095851898,0.6844984292984009,0.5007229447364807,0.37132176756858826,0.49577444791793823,0.6870121359825134,0.5287683010101318,0.36570510268211365,0.52357417345047,0.6630205512046814,0.5265455842018127,0.3863680064678192,0.5216934680938721,0.6558389663696289,0.5183516144752502,0.3951704502105713,0.5121658444404602,0.5874891877174377,0.501862108707428,0.4577334523200989,0.5007914304733276,0.6155655980110168,0.6290356516838074,0.42311611771583557,0.632463276386261,0.6214926838874817,0.7519291043281555,0.4132450819015503,0.7490575313568115,0.6019105315208435,0.7657240629196167,0.43294987082481384,0.7637560367584229,0.6630319952964783,0.801632821559906,0.35867470502853394,0.7901593446731567
88,0.5406543016433716,0.24074478447437286,0.553288996219635,0.2322714477777481,0.5606407523155212,0.23277755081653595,0.5680829882621765,0.23348194360733032,0.5282873511314392,0.23149579763412476,0.5189408659934998,0.23167496919631958,0.5106591582298279,0.2321549504995346,0.5795702338218689,0.24156300723552704,0.49705973267555237,0.24079826474189758,0.5546412467956543,0.2555437684059143,0.522811770439148,0.2549391984939575,0.6484805345535278,0.3227335512638092,0.422769159078598,0.32023894786834717,0.6845499277114868,0.4192213714122772,0.3680289089679718,0.4163683354854584,0.6844455599784851,0.5014550685882568,0.37139323353767395,0.4964221715927124,0.6869686841964722,0.5294376611709595,0.3657747507095337,0.5240631699562073,0.6629447340965271,0.5273173451423645,0.3865179419517517,0.5222808718681335,0.655773401260376,0.5190035104751587,0.39539721608161926,0.5128557085990906,0.5879498720169067,0.5025856494903564,0.45841845870018005,0.5011481642723083,0.6157382726669312,0.631116509437561,0.423370897769928,0.6334306597709656,0.6225284337997437,0.7524333596229553,0.4133473336696625,0.7497045397758484,0.6029386520385742,0.7662595510482788,0.4331883490085602,0.7643627524375916,0.663053572177887,0.801853358745575,0.3588774800300598,0.7904520034790039
89,0.5425910949707031,0.24160246551036835,0.5544087886810303,0.2329203337430954,0.5618414878845215,0.23342746496200562,0.5692589282989502,0.23416878283023834,0.5297731161117554,0.23213176429271698,0.5201879739761353,0.23228691518306732,0.5115192532539368,0.23276712000370026,0.5803844332695007,0.24215953052043915,0.4972582757472992,0.24137727916240692,0.555950939655304,0.2563491463661194,0.5248571634292603,0.25577297806739807,0.6492051482200623,0.32300952076911926,0.4229266941547394,0.3203386068344116,0.6848289370536804,0.4199525713920593,0.36809128522872925,0.4165450632572174,0.6844856142997742,0.5025614500045776,0.3714434504508972,0.4974437952041626,0.6870419979095459,0.5303002595901489,0.36582040786743164,0.5250905156135559,0.6629661917686462,0.528274655342102,0.38664236664772034,0.5229808688163757,0.6558571457862854,0.5199262499809265,0.3955102860927582,0.5137158632278442,0.5884012579917908,0.5031876564025879,0.45881378650665283,0.5013119578361511,0.6161927580833435,0.6327309012413025,0.423774778842926,0.6340885758399963,0.6227787733078003,0.7530009746551514,0.4137130379676819,0.7504357099533081,0.6031647324562073,0.7667384743690491,0.43355968594551086,0.7649307250976562,0.6638240814208984,0.8023412823677063,0.35982808470726013,0.7908496260643005
