,NOSE_x,LEFT_EAR_x,RIGHT_EAR_x,LEFT_SHOULDER_x,RIGHT_SHOULDER_x,LEFT_HIP_x,RIGHT_HIP_x,LEFT_ELBOW_x,RIGHT_ELBOW_x,LEFT_WRIST_x,RIGHT_WRIST_x,LEFT_KNEE_x,RIGHT_KNEE_x,LEFT_ANKLE_x,RIGHT_ANKLE_x,LEFT_HEEL_x,RIGHT_HEEL_x,NOSE_y,LEFT_EAR_y,RIGHT_EAR_y,LEFT_SHOULDER_y,RIGHT_SHOULDER_y,LEFT_HIP_y,RIGHT_HIP_y,LEFT_ELBOW_y,RIGHT_ELBOW_y,LEFT_WRIST_y,RIGHT_WRIST_y,LEFT_KNEE_y,RIGHT_KNEE_y,LEFT_ANKLE_y,RIGHT_ANKLE_y,LEFT_HEEL_y,RIGHT_HEEL_y
17971,0.5025708515299034,0.5496954920290547,0.454436156104825,0.6297492318305283,0.3549210660817509,0.545860789379777,0.38857844221021404,0.8164683425071776,0.16408236443331872,0.9347058423049627,0.008125981954366611,0.5757892912163939,0.34238646460155553,0.5786368818813552,0.3136127844210318,0.5550913649129596,0.33246307685972293,0.26562435261204925,0.2683885056612157,0.26427102620993775,0.3672835512485767,0.3593387615183912,0.6005381529157294,0.6001428188216859,0.42042484756810505,0.40506001757301463,0.3463940786056621,0.3578361495080434,0.7735650707355549,0.7687194406755259,0.9506169260611956,0.94870452525534,0.9705981815388256,0.9701821409853841
17972,0.5023772098713057,0.5497974427062138,0.45420139487833977,0.6319253375283371,0.3547235467428809,0.5484895334643707,0.39088267292701995,0.8305959435142354,0.15129490588536748,0.92023425874375,0.02240836703229358,0.5759115997149825,0.34544595433639674,0.5819973765473333,0.31386911524403166,0.5586400886421554,0.3331428422899569,0.23438053530697217,0.2372864081426718,0.23355215747071237,0.33660593614769035,0.3302807101033366,0.5800348557405862,0.5791276738982716,0.37855917407349005,0.3612689220951919,0.2823124846431241,0.2870839298303486,0.7612919540492606,0.7540338621889161,0.9509620868113133,0.9478407473375325,0.9727146206099793,0.9706716098294598
17973,0.5044978162702174,0.5499287991254378,0.454422584223872,0.6333375402125038,0.35448284781847866,0.5515700273006868,0.39392261269048834,0.8305203287489257,0.14831042502829345,0.9018734426544305,0.0424510461547156,0.5778097242082711,0.3466872159485597,0.587822460166378,0.31221799090558766,0.5636923021119281,0.3329155940689992,0.21190865114479943,0.21230406487907139,0.20710399598230983,0.31057086852427634,0.3063626788527897,0.5609617377880123,0.5587133348583111,0.32635229655440734,0.3183579307820096,0.2161916628109182,0.2211554789699724,0.7490830273870999,0.7345126883110623,0.942351146390228,0.9359497444673585,0.9669270059278013,0.963846999732588
17974,0.5049591794376148,0.5504407337063865,0.4541261840380584,0.6336028381711334,0.35737422395651475,0.5519298437159537,0.3959056422247392,0.8386982756581913,0.1483657627571794,0.8868156023070501,0.05875374304701136,0.5783904876140531,0.3473112801173823,0.6020870725430569,0.3010553207842309,0.5814011024204623,0.31622319030933776,0.19271236957892207,0.19461589049930508,0.18793104900336924,0.2860177462719265,0.281491951369367,0.5383011461045187,0.5344843881558814,0.2792087058397173,0.27107473074684046,0.15755033267415788,0.150549080550576,0.7310298618403308,0.7124806173105244,0.935417110619461,0.9198227574859674,0.960449229025845,0.9485703314703957
17975,0.5047794327999928,0.5491084273928303,0.45532212526203886,0.6298962605408529,0.3600332220257329,0.5550340883439375,0.4002174611175205,0.8311346987170675,0.15375707128826374,0.8676842588336232,0.09212796773059113,0.5785536733255122,0.3509232181135171,0.6141217764081489,0.2997559343604865,0.5940744117553979,0.3062302062851179,0.17395255628508446,0.17774741317089707,0.17112500961406882,0.2676947198110424,0.2621525164928442,0.5266010408619478,0.5231276915784023,0.23454077144662075,0.2308343152143916,0.10879110055488732,0.10721872370441429,0.7204396228214889,0.6859933922900653,0.932027781776934,0.8842611655550516,0.9566164633912884,0.9125601261326011
17976,0.5068016430619949,0.5491766099376181,0.45719116715328534,0.6298572413831128,0.3614822222799835,0.5585593844214882,0.40129303268304845,0.8241533393118277,0.1550548420118949,0.8271460198469774,0.15089857464753662,0.5792891400171576,0.3512457522486658,0.6128536941741025,0.3009265090926857,0.5924741415780249,0.30886771554282716,0.15683094249053678,0.16367793149160395,0.15768691566595575,0.2465895017892472,0.24434480213016904,0.5067903747536654,0.504370028570733,0.2020485537404198,0.20092893158870528,0.07253558340339848,0.07428251172458465,0.70726601407207,0.6757006095244975,0.9204935671302319,0.8745703036361359,0.9444434544721602,0.9043650669845003
17977,0.505415695504672,0.5392931299885878,0.45707152455988387,0.6239844138257156,0.36665835994845836,0.5579944548768182,0.4028205155703102,0.8231495048313372,0.16857603037386956,0.7833384116807525,0.19501126738768496,0.5797518765296515,0.35062839323531414,0.610886417715958,0.29986604432321845,0.5898062975506856,0.29224236333787407,0.14761298424817826,0.15529448338309626,0.15207630139151587,0.2388538074788666,0.2382772520449769,0.49567299706268925,0.49607143712564244,0.17675776387201877,0.1691117444588768,0.040941528283639825,0.04087236074522794,0.690220536335924,0.6717074484698354,0.8984300382394548,0.8778419242210086,0.9240557949087316,0.9055503525045747
17978,0.5027804886196244,0.5350643580816381,0.45721871484021975,0.6175267836122528,0.37270451173552677,0.558205626881647,0.4058096415652104,0.7977086908448514,0.19677730839669857,0.7472986857349978,0.2402224342424696,0.5794231623415688,0.3514409288223714,0.6092918024889821,0.30044127395611187,0.5896504632747427,0.29103543535312215,0.14495120871268882,0.15423459140272194,0.15114897057140259,0.23014192306821632,0.230009999029783,0.48705026988779276,0.4869978666174703,0.14761505489411808,0.1478225575093538,0.0225469251674332,0.01687542593834062,0.6806592490687021,0.6625277971773632,0.8879763822124107,0.8643316762259164,0.9148656311061034,0.8893137009286031
17979,0.5012113206694355,0.5351339139715224,0.45738884806216673,0.6139661037022174,0.375449667013295,0.5595573215965647,0.4054985385083643,0.7763125397373869,0.23394370242406923,0.6972325823942935,0.28917847082022374,0.5793506174064746,0.3508375456150011,0.6145635896041736,0.30081627795244514,0.5977031126402098,0.2945198542178023,0.14983295561632148,0.15817339800146438,0.15518549573045748,0.23090889828833844,0.2298739735195843,0.489364694566882,0.48973972040266983,0.13231035327151008,0.13466332382117083,0.012447887167635693,0.0037636379162588173,0.6891621973400044,0.6718684013715401,0.8926847125185858,0.8735026467334873,0.9170032544780257,0.9012931044523607
17980,0.4989894098734102,0.5353891138044429,0.4555358016020435,0.6141090123772526,0.37416058067777375,0.5616036057902573,0.4051633615198278,0.7456988194826533,0.25516220730405925,0.6541471921787836,0.3281672533980648,0.5795408660948341,0.35048415160768526,0.6158462131392409,0.30098471468927296,0.5982093922707613,0.2924267147208195,0.15704999293889824,0.16633640195761257,0.16181192111882256,0.23538416146594407,0.23210031610600376,0.49459618153376855,0.49356149568569974,0.12811287521075052,0.12907291825470116,0.015472165112988679,0.0,0.693635509332013,0.6726958633451727,0.8956736899326767,0.8758107798345287,0.9210349614032592,0.8966495216519184
